taxon,cellDiameter,pH,temp,cellLength,genomeLength,gcContent,codingSequenceLength
Desulfovirgula_thermocuniculi,0.52003017,-0.079088684,2.33666571,0.687879311,-0.449378053,0.751687786,-0.181314804
Desulfurella_kamchatkensis,-0.09238809,-0.182207539,1.511814084,-0.547324292,NaN,NaN,NaN
Desulfurella_multipotens,-0.2430219,-0.66510677,1.766040921,-0.635242378,NaN,NaN,NaN
Desulfurella_propionica,0.718310018,-0.182207539,1.541078233,-0.547324292,NaN,NaN,NaN
Desulfurispora_thermophila,0.298372161,-0.079088684,1.819897689,1.163705356,-0.66069287,0.246478728,-0.558818782
Desulfurobacterium_pacificum,-0.784415959,-0.776884781,2.534939396,-0.777652598,NaN,NaN,NaN
Desulfurococcus_fermentans,2.442694005,-1.362902867,2.781553532,NaN,NaN,NaN,NaN
Desulfurococcus_kamchatkensis_1221n,0.718310018,-0.776884781,2.936012454,NaN,NaN,NaN,NaN
Desulfuromonas_palmitatis,-1.547468028,NaN,0.520624371,-0.777652598,NaN,NaN,NaN
Desulfuromonas_thiophila,0.176915959,0.122891504,-0.622305635,-0.547324292,NaN,NaN,NaN
Dethiosulfovibrio_peptidovorans,0.718310018,-0.234316782,0.676967683,0.687879311,-0.897112495,0.182589702,-0.85936497
Donghicola_xiamenensis,0.412462726,-0.234316782,-0.985456332,-0.777652598,NaN,NaN,NaN
Echinicola_pacifica,-1.257369095,NaN,-0.79873931,-0.728658819,1.047421411,-0.659560172,0.621596197
Edaphobacter_aggregans,0.298372161,-1.999940792,-0.401224718,-0.505232033,2.106161776,0.528994003,2.073349198
Elioraea_tepidiphila_DSM_17972,0.176915959,0.968598035,1.071301727,-1.050073163,0.437431225,1.633601714,0.596100018
Enterobacter_sp_R4_368,-0.406770173,-0.234316782,-0.401224718,-0.267805489,0.65310386,0.064767835,0.873594379
Enterorhabdus_mucosicola,-0.586136113,0.270801945,0.09273607,-0.347804838,-0.492712571,0.997467933,-0.898303032
Enterovibrio_calviensis,-0.166198254,NaN,NaN,-0.658054674,1.076476356,-0.364430496,1.115236821
Enterovibrio_norvegicus,0.298372161,NaN,NaN,-1.241078767,1.050997721,-0.356499098,1.060898129
Epilithonimonas_tenax_DSM_16811,1.771461021,NaN,NaN,-2.027154649,NaN,NaN,NaN
Erysipelothrix_inopinata,-0.586136113,0.743308954,-0.680044173,-0.171816208,NaN,NaN,NaN
Erysipelothrix_tonsillarum,-1.547468028,NaN,NaN,-1.050073163,-1.646860429,-1.236219286,-1.7673916
Exiguobacterium_oxidotolerans,-0.09238809,1.187161058,-151657e-9,-1.111068423,0.004579549,-0.421190171,0.356741291
Ferrimicrobium_acidiphilum,-0.586136113,-9.406192336,0.09273607,-0.347804838,-0.563632055,0.254479288,-0.626062679
Ferrimonas_balearica,-1.00607397,NaN,0.27080423,-0.935079793,0.422235339,0.652086873,0.432814258
Ferrimonas_futtsuensis,-0.406770173,0.270801945,-0.401224718,-1.716904813,0.432466584,0.528994003,0.501655866
Ferrimonas_kyonanensis,-0.09238809,0.270801945,-0.79873931,-1.540916183,0.79090071,0.383001463,0.884213297
Flavobacterium_antarcticum_DSM_19726,-1.257369095,NaN,-1.513781014,-1.540916183,-0.43363079,-1.39097054,-0.514482792
Flavobacterium_chilense,0.52003017,NaN,-0.79873931,-0.014389013,1.268226458,-1.505012944,1.215638148
Flavobacterium_croceum,-1.00607397,0.510866646,-0.401224718,-0.274903727,NaN,NaN,NaN
Flavobacterium_daejeonense_DSM_17708,-0.586136113,-0.234316782,NaN,-0.014389013,0.400867161,-1.417107293,0.221737155
Flavobacterium_denitrificans,-0.2430219,-0.234316782,-0.985456332,-0.424446068,0.733594781,-1.478510834,0.661214103
Flavobacterium_filum_DSM_17961,-0.406770173,0.510866646,-0.401224718,-0.728658819,-0.33986844,-1.496166144,-0.449749219
Flavobacterium_frigidarium,-0.2430219,-0.234316782,-2.622347128,-0.880740117,-0.004834902,-1.469702092,-0.155599451
Flavobacterium_gelidilacus,0.718310018,NaN,-1.700498036,0.258031552,-0.14458999,-1.842486198,-0.156547814
Flavobacterium_indicum_GPTSA100_9,-2.851914159,0.463479315,0.27080423,-0.347804838,-0.507249887,-1.712301874,-0.539270671
Flavobacterium_rivuli,-0.586136113,-0.130466565,-1.700498036,-0.347804838,0.546865834,-1.001526152,0.550377615
Flavobacterium_sasangense,-1.00607397,0.510866646,-0.401224718,-0.635242378,-0.367178712,-1.630279093,-0.334530786
Flavobacterium_soli_DSM_19725,-0.784415959,0.022597916,-0.985456332,-0.347804838,0.248663714,-1.295997179,0.168809018
Flavobacterium_subsaxonicum_DSM_21790,1.481362087,0.072916446,-0.859777389,0.687879311,0.631949525,-0.837455114,0.609968613
Flavobacterium_suncheonense,-1.547468028,-0.234316782,NaN,-0.347804838,-0.606807955,-0.919170786,-0.541436187
Flavobacterium_swingsii,-1.547468028,-0.234316782,-0.985456332,1.094196248,NaN,NaN,NaN
Flavobacterium_tegetincola_DSM_22377,-0.784415959,NaN,-1.700498036,0.488359857,0.095951942,-1.39097054,0.027208642
Flexithrix_dorotheae_DSM_6795,0.047077034,NaN,NaN,2.056979286,2.506139926,-1.278867582,2.310038346
Fodinicurvata_fenggangensis_DSM_21160,-1.00607397,0.270801945,-0.622305635,-1.241078767,0.092649966,0.718366222,0.193292825
Fodinicurvata_sediminis_DSM_21159,-1.00607397,0.270801945,-0.622305635,-1.241078767,0.037436899,0.685167696,0.164566698
Formivibrio_citricus,-0.406770173,0.270801945,NaN,-0.505232033,NaN,NaN,NaN
Fructobacillus_pseudoficulneus,-0.586136113,-0.500575854,-0.401224718,0.488359857,-2.45799625,-0.603404023,-2.647103704
Fusibacter_paucivorans,0.718310018,-0.392907481,0.27080423,0.488359857,NaN,NaN,NaN
Gaetbulibacter_saemankumensis,-0.784415959,0.270801945,-0.680044173,0.591447377,-0.425106653,-1.452121865,-0.60827351
Gelidibacter_mesophilus_DSM_14095,-0.586136113,NaN,NaN,-0.014389013,0.512869523,-1.227718974,0.359918095
Gelria_glutamica,-0.586136113,-0.500575854,1.392009391,-2.276762918,NaN,NaN,NaN
Gemmobacter_nectariphilus,0.047077034,-0.234316782,-0.401224718,-0.635242378,0.566709726,1.163252893,0.772103897
Geoalkalibacter_ferrihydriticus,-1.00607397,1.272791481,-0.401224718,-1.050073163,0.140451499,0.463899914,0.128684017
Geoalkalibacter_subterraneus,-0.406770173,0.270801945,0.520624371,0.258031552,0.056461485,0.361666552,0.200849402
Geoglobus_ahangari,-1.00607397,-0.234316782,3.047158936,-2.752588963,-1.873134925,0.07914128,-1.408649897
Geopsychrobacter_electrodiphilus_DSM_16401,-2.13115416,NaN,-1.395085881,-0.014389013,0.399390172,0.087085162,0.476603312
Geothrix_fermentans_DSM_14018,-3.614966228,NaN,0.09273607,-0.777652598,-0.261458578,1.407010081,-0.356804554
Gilvimarinus_chinensis_DSM_19667,-0.09238809,NaN,-0.509858929,-0.347804838,0.29120159,-0.071490174,0.276168582
Glaciibacter_superstes_DSM_21135,-1.00607397,NaN,-1.700498036,-0.828307496,0.72227612,1.006090522,0.908621618
Gordonibacter_pamelaeae,-0.586136113,NaN,0.520624371,-1.383488988,-0.021372838,0.971664179,-0.546857062
Gracilibacillus_lacisalsi,-0.2430219,0.510866646,0.520624371,-0.681220664,0.500109382,-1.236219286,0.726297472
Gracilimonas_tropica_DSM_19535,-1.890582241,NaN,0.09273607,2.341799727,0.134722676,-0.732055806,0.060843258
Gramella_echinicola_DSM_19838,-0.2430219,NaN,-1.116266426,-0.075384274,-0.090157871,-1.227718974,-0.096469259
Gramella_portivictoriae_DSM_23547,-0.2430219,0.270801945,-0.509858929,0.530452116,-0.277641223,-1.001526152,-0.285527501
Granulicoccus_phenolivorans_DSM_17626,0.412462726,-0.500575854,-0.401224718,NaN,0.322234559,1.416249612,0.367053197
Gulosibacter_molinativorax,-0.406770173,0.743308954,0.183006892,-1.540916183,-0.19180001,0.997467933,-0.211123849
Hahella_ganghwensis_DSM_17046,-0.784415959,0.270801945,0.09273607,-1.050073163,1.535145149,-0.229760838,1.70094136
Halalkalibacillus_halophilus,-1.00607397,1.399388023,-0.047625152,-0.014389013,-0.767963436,-1.185358926,-0.512337307
Haliangium_ochraceum,-0.406770173,NaN,-0.194417334,1.163705356,2.481343521,1.462696635,2.096555079
Haliea_salexigens_DSM_19537,-0.586136113,0.743308954,-0.680044173,-0.681220664,0.409784795,0.701751915,0.452870273
Haliscomenobacter_hydrossis,-1.00607397,0.270801945,-0.859777389,0.687879311,2.288661793,-0.398506796,2.14026994
Hallella_seregens,1.061424231,NaN,0.27080423,0.571391017,-0.279749757,0.310583101,-0.794819945
Halobacillus_kuroshimensis,0.176915959,0.510866646,-0.985456332,-0.044575421,0.144430513,-0.404112625,0.518238119
Halococcus_thailandensis_JCM_13552,0.718310018,-0.234316782,0.27080423,NaN,0.280673888,0.785137825,0.435908842
Haloferax_larsenii_JCM_13917,0.981330527,-0.500575854,NaN,NaN,0.042645635,0.801912753,0.264707595
Halomonas_anticariensis,0.467014891,0.270801945,NaN,0.377629475,0.86351069,0.512686845,0.990872227
Halomonas_halocynthiae,0.176915959,0.743308954,-0.79873931,NaN,-0.610592946,0.134793625,-0.613820911
Halomonas_jeotgali_Hwa,NaN,0.270801945,-0.985456332,-1.050073163,-0.637279804,0.87783368,-0.768930261
Halomonas_zhanjiangensis_DSM_21076,0.810129104,0.968598035,-0.680044173,-0.347804838,0.284745299,0.190565232,0.32236904
Halonotius_pteroides,0.897675957,0.022597916,0.398148228,0.687879311,NaN,NaN,NaN
Halopiger_xanaduensis_SH_6,0.176915959,0.510866646,0.27080423,1.723563461,0.468078647,1.07517374,0.685437158
Haloplanus_natans,2.022756148,-0.234316782,0.520624371,1.094196248,0.112015831,1.058057289,0.368636395
Haloplanus_natans_DSM_17983,2.022756148,-0.234316782,0.520624371,1.094196248,0.112015831,1.058057289,0.368636395
Halorubrum_aidingense,0.621780246,-0.234316782,0.599749436,1.34270948,-0.408844324,1.252316439,-0.301437693
Halorubrum_alkaliphilum,0.52003017,NaN,NaN,-0.424446068,NaN,NaN,NaN
Halorubrum_ejinorense,1.138247874,0.270801945,0.27080423,1.413313625,NaN,NaN,NaN
Halorubrum_ezzemoulense,-0.2430219,0.022597916,0.398148228,-0.171816208,-0.03332071,1.198718065,0.029878238
Halorubrum_litoreum_JCM_13561,-1.00607397,0.022597916,0.480316893,0.488359857,-0.384507354,1.407010081,-0.266746839
Halorubrum_sodomense,-2.310520098,NaN,NaN,1.021295136,NaN,NaN,NaN
Halorubrum_tebenquichense_DSM_14210,NaN,1.187161058,0.714890048,-1.050073163,-0.230774575,1.324570191,-0.103911356
Halorubrum_terrestre_JCM_10247,1.138247874,0.270801945,0.599749436,-0.347804838,-0.194040289,1.324570191,-0.042165847
Halorubrum_tibetense,0.176915959,1.806232557,0.398148228,-0.347804838,NaN,NaN,NaN
Halorubrum_vacuolatum,-0.2430219,2.001479263,0.313816986,-0.171816208,NaN,NaN,NaN
Halosarcina_pallida_JCM_14848,-2.310520098,-0.776884781,-0.401224718,NaN,NaN,NaN,NaN
Halostagnicola_larsenii,0.176915959,0.270801945,0.27080423,-0.347804838,0.330720617,0.707173145,0.518238119
Haloterrigena_limicola,0.047077034,-0.234316782,1.071301727,0.100604357,-0.084096743,0.785137825,0.088867641
Haloterrigena_longa,0.047077034,-0.234316782,1.071301727,0.100604357,NaN,NaN,NaN
Haloterrigena_saccharevitans,0.047077034,0.270801945,0.789414389,1.413313625,NaN,NaN,NaN
Haloterrigena_thermotolerans,4.74573897,0.022597916,NaN,-1.626320934,0.177821631,1.092929727,0.393066049
Halovivax_asiaticus_JCM_14624,3.548860287,0.022597916,0.27080423,-2.576600332,-0.302374581,1.01472395,-0.163195066
Helicobacter_pylori_NQ1712,-0.586136113,NaN,NaN,0.258031552,-2.027809791,-1.05959812,-2.32930875
Helicobacter_rodentium,-1.547468028,NaN,0.27080423,0.377629475,-1.814223382,-1.21922822,-1.750907044
Heliophilum_fasciatum,0.52003017,-0.234316782,0.356260022,1.524044007,NaN,NaN,NaN
Heliorestis_convulata,-0.2430219,1.60563596,-0.095812563,NaN,NaN,NaN,NaN
Henriciella_marina_DSM_19595,-0.406770173,0.022597916,-1.700498036,-0.777652598,-0.270992646,0.627350353,-0.082566603
Herbaspirillum_frisingense_GSF30,-0.2430219,-0.776884781,-0.047625152,-0.681220664,1.048887864,1.066757932,1.11951581
Hirschia_baltica_ATCC_49814,-0.406770173,NaN,NaN,-1.813336747,-0.070782401,-0.550665255,-0.026705993
Hirschia_maritima_DSM_19733,0.412462726,1.272791481,-0.401224718,-1.050073163,-0.213327798,-0.595396532,-0.163195066
Humibacter_albus_DSM_18994,-0.274651517,-0.500575854,NaN,-0.9914705,0.039211856,1.324570191,-0.044902636
Hymenobacter_aerophilus,-0.323115602,NaN,NaN,0.330932663,0.406314344,0.810313004,0.33840683
Hymenobacter_chitinivorans,0.298372161,NaN,NaN,0.687879311,NaN,NaN,NaN
Hymenobacter_gelipurpurascens,-0.586136113,-0.234316782,-0.401224718,-0.014389013,NaN,NaN,NaN
Hymenobacter_norwichensis,0.298372161,NaN,NaN,-0.014389013,1.304749314,0.342726931,1.197856254
Hymenobacter_ocellatus,0.718310018,NaN,NaN,0.863867942,NaN,NaN,NaN
Hyphomicrobium_sulfonivorans,NaN,0.221829732,-0.401224718,0.400441771,0.046629605,0.726684869,0.010243889
Idiomarina_sediminum,-1.547468028,1.187161058,0.09273607,-0.777652598,-0.849002895,-0.134806546,-0.865414682
Ignatzschineria_larvae,2.442694005,0.743308954,-0.144735685,-1.626320934,-1.017500785,-0.927376246,-1.448361338
Ignavibacterium_album,-1.890582241,-0.234316782,0.8980486,1.857459832,0.015111567,-1.487332146,-0.10950549
Jeotgalicoccus_marinus_DSM_19772,0.52003017,0.270801945,-0.680044173,NaN,-1.416591045,-1.236219286,-1.239829706
Jeotgalicoccus_psychrophilus_DSM_19085,0.412462726,0.270801945,-1.32307381,NaN,-1.141028188,-0.95203178,-0.971495322
Jonesia_denitrificans,-1.00607397,-1.362902867,0.27080423,-0.014389013,-0.727841904,0.504541863,-0.775968191
Jonesia_quinghaiensis,-0.586136113,0.743308954,-0.985456332,-0.547324292,-0.468411789,0.399142555,-0.540353229
Jonquetella_anthropi,0.412462726,NaN,0.27080423,-0.728658819,-2.015273985,0.594462995,-2.195969152
Kaistia_granuli_DSM_23481,-0.586136113,-0.776884781,NaN,-1.111068423,0.702481442,1.136788841,0.876916969
Kangiella_aquimarina_DSM_16071,-1.257369095,0.270801945,NaN,0.258031552,-0.792811972,-0.667598118,-0.792456762
Kangiella_koreensis,-1.257369095,0.270801945,-0.047625152,0.258031552,-0.632744551,-0.667598118,-0.620491832
Kiloniella_laminariae,-0.406770173,-1.999940792,-0.985456332,0.591447377,0.51756013,-0.055654745,0.690399235
Kineococcus_radiotolerans,1.138247874,-0.234316782,-0.194417334,NaN,0.804423538,1.924249647,1.033971278
Kushneria_aurantia,0.718310018,-0.234316782,0.27080423,0.488359857,0.079469304,0.860899126,0.120936758
Kushneria_indalinina,0.298372161,-0.234316782,NaN,-1.111068423,NaN,NaN,NaN
Lachnobacterium_bovis,-0.021363889,NaN,NaN,-0.014389013,-0.758836506,-1.712301874,-0.984085989
Lacinutrix_sp_5H_3_7_4,-0.406770173,-0.776884781,-2.128386337,-1.111068423,-0.256436384,-1.767691361,-0.278594149
Lacticigenium_naphtae,-0.09238809,0.270801945,-0.401224718,-0.239745014,-1.386337694,-1.160052768,-1.494636908
Lactobacillus_ceti,-0.586136113,NaN,NaN,0.100604357,-2.509664166,-1.505012944,-2.747336398
Lactobacillus_harbinensis,-0.586136113,NaN,0.27080423,-0.014389013,-0.386936634,0.07914128,-0.27562778
Lactobacillus_harbinensis_DSM_16991,-0.586136113,NaN,0.27080423,-0.014389013,-0.386936634,0.07914128,-0.27562778
Lactobacillus_kitasatonis,0.298372161,NaN,0.27080423,2.199389506,-1.685552009,-1.176914568,-2.072162979
Lactobacillus_malefermentans_KCTC_3548,NaN,-3.80195916,-0.455081489,0.687879311,-1.485479358,-0.886412103,-1.4646973
Lactobacillus_rossiae_DSM_15814,-0.586136113,NaN,NaN,-1.050073163,-0.623443318,-0.69979178,-0.610491199
Lactobacillus_saerimneri,0.718310018,NaN,NaN,0.128021207,-1.946646342,-0.764394735,-1.987113269
Lampropedia_hyalina,1.138247874,0.072916446,-0.401224718,NaN,NaN,NaN,NaN
Leeia_oryzae_DSM_17879,-0.09238809,-0.500575854,-0.047625152,-0.828307496,0.103450241,0.190565232,0.171351435
Legionella_massiliensis,-0.06365596,NaN,-0.79873931,-0.347804838,0.486960335,-0.870069581,0.315122992
Lentibacillus_juripiscarius,-0.586136113,-0.234316782,0.27080423,1.163705356,-0.326696973,-0.635470342,NaN
Leptotrichia_buccalis,0.981330527,NaN,0.27080423,2.056979286,-1.011366125,-1.880309298,-1.127641906
Leptotrichia_trevisanii,0.412462726,NaN,NaN,1.980338057,-0.631568684,-1.8049502,-0.745593111
Leptotrichia_wadei,-0.784415959,NaN,0.27080423,1.354710962,-1.173545084,-1.908871215,-1.359404327
Leucobacter_chironomi_DSM_19883,-0.166198254,-0.234316782,-0.401224718,-1.142525929,-0.532023333,1.500162426,-0.628294019
Leucobacter_salsicius_M1_8,NaN,0.270801945,-0.401224718,-1.050073163,-0.345307598,1.01472395,-0.472929488
Lewinella_cohaerens_DSM_23179,-1.00607397,-0.234316782,-0.985456332,-0.681220664,1.810691294,-0.563400882,1.478702756
Lewinella_persica_DSM_23188,-1.00607397,-0.234316782,-0.985456332,-0.171816208,1.732557898,-0.039815766,1.352971977
Litorimicrobium_taeanense,0.718310018,-0.234316782,-0.680044173,-0.777652598,NaN,NaN,NaN
Loktanella_vestfoldensis_DSM_16212,0.718310018,NaN,-0.985456332,0.488359857,0.238581629,0.691764652,0.512219175
Longilinea_arvoryzae,-0.586136113,-0.234316782,0.27080423,NaN,0.517191051,0.383001463,0.508450982
Lysobacter_concretionis,0.412462726,-0.079088684,-0.680044173,1.576476629,-0.473560811,1.252316439,-0.654078601
Lysobacter_dokdonensis,-0.2430219,NaN,-0.401224718,0.258031552,-0.273659567,1.252316439,-0.141411074
Maribacter_antarcticus,-1.00607397,0.743308954,-3.921620446,-0.171816208,0.749465757,-1.185358926,0.571853676
Mariniflexile_fucanivorans,-1.00607397,0.270801945,-0.985456332,0.488359857,NaN,NaN,NaN
Marinimicrobium_agarilyticum_DSM_16975,-0.09238809,0.968598035,0.09273607,-1.111068423,0.554408076,0.463899914,0.38756764
Marinitoga_okinawensis,-0.09238809,-1.122838159,1.683519564,0.377629475,NaN,NaN,NaN
Marinobacter_daepoensis,0.047077034,0.270801945,-0.047625152,-0.171816208,0.133921669,0.374937761,0.190769583
Marinobacterium_georgiense,-0.2430219,0.270801945,0.27080423,-0.385634108,0.197765024,0.222496961,0.295711201
Marinobacterium_halophilum,-0.2430219,0.072916446,NaN,0.015199605,NaN,NaN,NaN
Marinobacterium_jannaschii,1.061424231,NaN,NaN,0.154944032,0.917932428,0.246478728,0.994063186
Marinobacterium_litorale,-0.09238809,1.187161058,-0.401224718,-0.681220664,0.483039423,0.342726931,0.676910931
Marinobacterium_lutimaris,0.047077034,-0.234316782,-0.79873931,-0.9914705,NaN,NaN,NaN
Marinobacterium_rhizophilum_DSM_18822,-1.257369095,0.270801945,-0.985456332,-1.916424267,1.010062191,0.512686845,1.007427006
Marinococcus_halotolerans,0.897675957,0.022597916,-0.622305635,NaN,-0.382916702,-0.324788131,-0.108572385
Marinococcus_luteus_DSM_23126,-1.547468028,-0.234316782,-0.622305635,NaN,NaN,NaN,NaN
Marinomonas_mediterranea,-0.09238809,NaN,-0.985456332,-0.635242378,0.657470701,-0.635470342,0.705234724
Marinospirillum_alkaliphilum,-1.890582241,1.60563596,0.27080423,0.422911013,NaN,NaN,NaN
Marinospirillum_celere_DSM_18438,-1.547468028,1.806232557,0.520624371,1.760458579,NaN,NaN,NaN
Marinospirillum_insulare,-2.851914159,0.968598035,-0.680044173,1.021295136,-0.571153858,-0.715914715,-0.512337307
Marinospirillum_minutulum,-1.257369095,1.399388023,NaN,-0.075384274,-0.64737331,-0.715914715,-0.658586376
Maritalea_myrionectae_DSM_19524,-0.784415959,0.788924782,-0.144735685,-0.777652598,-0.071208464,0.039450232,0.165415659
Marivirga_tractuosa,-0.784415959,NaN,-0.401224718,3.698499826,0.56259645,-1.347239825,0.428166179
Marivita_geojedonensis,0.412462726,0.022597916,-0.401224718,0.830289531,NaN,NaN,NaN
Marvinbryantia_formatexigens,0.047077034,NaN,NaN,-1.111068423,0.581223813,-0.198106705,0.681177176
Massilia_niastensis,0.047077034,-0.234316782,-0.622305635,0.377629475,1.546815478,1.172099693,1.585195894
Megamonas_hypermegale,1.771461021,-0.555009697,0.676967683,2.390395111,-1.358637078,-1.505012944,-1.407189495
Megamonas_rupellensis,NaN,-0.234316782,0.27080423,0.488359857,-1.158412914,-1.721492979,-1.217862742
Meiothermus_cerbereus,-0.09238809,0.270801945,1.541078233,NaN,-0.471246345,0.751687786,-0.383350603
Meiothermus_rufus_DSM_22234,-0.09238809,0.743308954,1.683519564,NaN,-0.730273468,0.894805723,-0.64620682
Meiothermus_silvanus,-0.09238809,0.968598035,1.541078233,NaN,0.059271764,0.865078515,0.215903735
Meiothermus_timidus_DSM_17022,-0.09238809,0.270801945,1.683519564,NaN,-0.34105805,1.084194042,-0.190897184
Melitea_salexigens_DSM_19753,0.047077034,0.743308954,-0.401224718,-0.505232033,NaN,NaN,NaN
Mesoflavibacter_zeaxanthinifaciens,-1.257369095,0.968598035,0.183006892,0.270431426,-0.530708029,-1.712301874,-0.564272281
Mesonia_mobilis,-0.784415959,0.510866646,-0.509858929,-0.728658819,-0.328918686,-1.373603548,-0.334530786
Mesorhizobium_albiziae,-1.00607397,NaN,NaN,-0.347804838,NaN,NaN,NaN
Mesorhizobium_australicum_WSM2073,-0.586136113,-0.776884781,-0.622305635,-1.383488988,1.239202441,1.058057289,1.617785015
Mesotoga_infera,1.481362087,0.072916446,0.8980486,0.258031552,-0.409061827,-0.547422704,-0.237338622
Methanobacterium_veterum,-0.891983405,-0.130466565,-0.622305635,1.021295136,-0.199174796,-1.549443061,-0.064132812
Methanobrevibacter_gottschalkii,0.047077034,NaN,0.27080423,-1.540916183,NaN,NaN,NaN
Methanobrevibacter_millerae,0.412462726,0.270801945,NaN,NaN,-0.930450507,-1.675694655,-1.098619029
Methanococcus_maripaludis,0.897675957,0.022597916,-0.144735685,NaN,-1.869318244,-1.540530492,-1.713344491
Methanococcus_maripaludis_C6,0.897675957,0.022597916,-0.144735685,NaN,-1.869318244,-1.540530492,-1.713344491
Methanococcus_maripaludis_C7,0.897675957,0.022597916,-0.144735685,NaN,-1.869318244,-1.540530492,-1.713344491
Methanoculleus_thermophilus,0.981330527,-0.234316782,1.541078233,NaN,-1.280442343,0.578058468,-1.148933423
Methanomethylovorans_thermophila,0.897675957,-1.064032077,1.235666075,NaN,NaN,NaN,NaN
Methanosaeta_harundinacea,0.52003017,0.172527745,NaN,0.687879311,-0.902497634,0.682616356,-0.85936497
Methanothermococcus_thermolithotrophicus_DSM_2095,1.481362087,-0.234316782,2.076386725,NaN,-1.998262504,-1.58522969,-1.990682038
Methermicoccus_shengliensis,0.412462726,-0.500575854,2.076386725,NaN,-2.280221887,0.20652504,-2.110985448
Methylobacter_tundripaludum_SV96,0.810129104,NaN,-1.25264455,-0.205394619,0.74695693,-0.206019701,0.714380705
Methylobacterium_platani,1.417562148,-0.776884781,-0.680044173,0.77846319,1.646336354,1.614308507,1.780320573
Methylophaga_marina,-2.310520098,NaN,-0.047625152,-1.383488988,NaN,NaN,NaN
Methyloversatilis_universalis,-1.00607397,0.510866646,-0.047625152,-1.111068423,0.395021711,1.234395608,0.474315038
Methyloversatilis_universalis_FAM5,-1.00607397,0.510866646,-0.047625152,-1.111068423,0.395021711,1.234395608,0.474315038
Microbacterium_luticocti_DSM_19459,-0.586136113,0.367774451,NaN,-0.681220664,-0.402711572,1.575957964,-0.483527546
Moorella_mulderi,-0.586136113,-0.234316782,2.076386725,1.021295136,-0.501392265,0.190565232,-0.290490064
Mycobacterium_gilvum_Spyr1,1.771461021,0.022597916,-0.047625152,0.77846319,1.205493085,1.306582234,1.451048336
Nakamurella_lactea,-0.406770173,-0.130466565,NaN,-1.460130217,1.222330912,1.407010081,1.254961672
Nakamurella_multipartita,1.926226375,-0.234316782,-0.985456332,NaN,1.327153126,1.595094385,1.382131094
Natrialba_aegyptia,0.412462726,0.270801945,0.480316893,0.591447377,0.620595322,0.801912753,0.76658999
Natrialba_asiatica,-0.2430219,-0.446543747,NaN,-0.347804838,0.497117671,0.835565961,0.620145297
Natrialba_asiatica_DSM_12278,-0.2430219,-0.446543747,NaN,-0.347804838,0.497117671,0.835565961,0.620145297
Natrialba_chahannaoensis_JCM_10990,-0.586136113,1.60563596,1.235666075,-0.547324292,0.440468224,0.668612901,0.428941376
Natrialba_hulunbeirensis_JCM_10989,-0.586136113,1.60563596,1.235666075,-0.547324292,0.34855423,0.776762969,0.382058781
Natrialba_taiwanensis_DSM_12281,-1.00607397,0.415783266,0.313816986,-1.050073163,0.630054053,0.760038037,0.71929354
Natrinema_altunense_JCM_12890,0.718310018,0.122891504,NaN,1.021295136,0.095669475,1.02336832,0.30785879
Natrinema_ejinorense,1.351523164,-0.234316782,0.27080423,0.128021207,NaN,NaN,NaN
Natrinema_pallidum,0.412462726,0.172527745,0.398148228,0.591447377,0.19149725,0.945954331,0.311896704
Natrinema_pellirubrum,0.412462726,0.270801945,NaN,0.591447377,0.467380004,0.968205089,0.691815414
Natronococcus_amylolyticus_DSM_10524,1.481362087,1.60563596,0.714890048,NaN,0.504399163,1.006090522,0.726996934
Natronococcus_jeotgali_DSM_18795,1.481362087,0.270801945,0.599749436,NaN,0.550876819,1.006090522,0.70945953
Natronorubrum_aibiense,0.52003017,0.743308954,0.8980486,-0.014389013,NaN,NaN,NaN
Neptunomonas_japonica,0.52003017,0.510866646,-1.700498036,-0.590636785,0.489649944,-0.667598118,0.669073137
Nereida_ignava,-1.890582241,NaN,NaN,-0.347804838,-0.599875582,0.150715217,-0.456052755
Nesiotobacter_exalbescens,-0.586136113,NaN,NaN,0.04421365,0.346934624,0.238481531,0.363091419
Nesterenkonia_alba_DSM_19423,-0.586136113,2.377013759,0.676967683,-1.383488988,-0.88150519,0.945954331,-1.035002577
Nevskia_ramosa_DSM_11499,0.52003017,NaN,NaN,-0.424446068,0.561905469,1.006090522,0.588040411
Nevskia_soli,-0.586136113,-1.999940792,-0.79873931,-0.547324292,1.204287806,1.066757932,1.267758435
Niabella_aurantiaca_DSM_17617,0.298372161,-0.776884781,-0.680044173,-1.050073163,1.269512144,-0.277258506,1.183551802
Niabella_soli,-0.2430219,-0.776884781,0.27080423,-1.241078767,0.664688225,-0.547422704,0.508450982
Niastella_yeongjuensis,-0.586136113,-0.776884781,NaN,3.426079261,NaN,NaN,NaN
Nisaea_denitrificans_DSM_18348,0.52003017,-0.234316782,-0.401224718,-0.014389013,0.625298077,0.67688666,0.777607339
Nocardioides_alkalitolerans_DSM_16699,0.52003017,1.399388023,-0.680044173,-0.547324292,0.750253287,1.811041878,0.948419103
Nocardioides_insulae,0.298372161,0.743308954,-0.401224718,0.488359857,0.285814989,1.585516547,0.287584445
Novosphingobium_acidiphilum_DSM_19966,-0.306821838,-1.674495318,-0.985456332,-0.880740117,0.050446236,0.997467933,0.044959696
Oceanicaulis_alexandrii_DSM_11625,0.718310018,NaN,-0.401224718,0.258031552,-0.485327817,0.844001317,-0.418435466
